제목1,제목2,유사도 측정(0~1)
고성·속초 산불...이번 피해가 더 컸던 이유,문 대통령 “강원 산불 특별재난지역 지정 검토”,0.08571428571428574
고성·속초 산불...이번 피해가 더 컸던 이유,"문 대통령, 위기관리센터 재방문...""특별재난지역 지정 검토""",0.050000000000000044
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령, 강원 산불에 ""특별재난지역 지정 검토""...특교세 등 42억5000만원 긴급 지원키로",0.08163265306122447
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시(종합)",0.07499999999999996
고성·속초 산불...이번 피해가 더 컸던 이유,"문 대통령, 위기관리센터 방문해 강원 산불 보고 받아…""특별재난지역 지정 검토하라""",0.10416666666666663
고성·속초 산불...이번 피해가 더 컸던 이유,"부산 청년, 오거돈 시장 어떻게 평가하나…""15.6% 긍정 vs 19.1% 부정""",0.09090909090909094
고성·속초 산불...이번 피해가 더 컸던 이유,"한국갤럽 ""문 대통령 지지율, 취임후 최저치인 41%까지 하락""",0.023255813953488413
고성·속초 산불...이번 피해가 더 컸던 이유,"문대통령 ""예비전략 예산, 국방예산 1%로 확대하겠다""",0.05405405405405406
고성·속초 산불...이번 피해가 더 컸던 이유,소득은 늘었는데 소비가…멀고 험난한 '소주성' 가는 길,0.11764705882352944
고성·속초 산불...이번 피해가 더 컸던 이유,자생적 ‘정치판사’의 등장,0.033333333333333326
고성·속초 산불...이번 피해가 더 컸던 이유,강원도 산불 피해 복구 발 벗고 나선 금융권,0.19999999999999996
고성·속초 산불...이번 피해가 더 컸던 이유,[강원 산불]전·현 행안장관 산불 현장서 인수인계(종합),0.11111111111111116
고성·속초 산불...이번 피해가 더 컸던 이유,文대통령 “잔불 완전정리 총력…특별재난지역 지정 서둘러 달라”,0.046511627906976716
고성·속초 산불...이번 피해가 더 컸던 이유,"문 대통령 ""강원도 산불 지역 '특별재난지역' 지정 검토하라""",0.07894736842105265
고성·속초 산불...이번 피해가 더 컸던 이유,'강원 산불'에 文대통령 '특별재난지역 지정 검토 서둘러 달라'(종합),0.06818181818181812
고성·속초 산불...이번 피해가 더 컸던 이유,문재인 대통령 “꺼진 불도 다시 확인하라” 지시,0.05714285714285716
고성·속초 산불...이번 피해가 더 컸던 이유,"문재인 대통령, 산불피해 이재민 공공기관 연수시설 활용해 수용 지시",0.16666666666666663
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령, 강원도 산불 ‘특별재난지역 검토’ 지시",0.08108108108108114
고성·속초 산불...이번 피해가 더 컸던 이유,"[속보] 靑 ""군 통신선 통해 산불 상황 北측에 통보""",0.15625
고성·속초 산불...이번 피해가 더 컸던 이유,윤상현 “북한 아동ㆍ임산부 영양 상태 최악…인도적 지원 시급해”,0.06976744186046513
고성·속초 산불...이번 피해가 더 컸던 이유,문 대통령 “특별재난지역 지정 검토 서둘러달라”,0.02631578947368418
고성·속초 산불...이번 피해가 더 컸던 이유,"文 대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시",0.08333333333333337
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시",0.08333333333333337
고성·속초 산불...이번 피해가 더 컸던 이유,"文 ""잔불까지 완전히 정리해야""…靑, 강원 산불 상황 北에 통보",0.09999999999999998
고성·속초 산불...이번 피해가 더 컸던 이유,"[속보] 문 대통령, 강원 산불 지역 `특별재난지역` 지정 검토 지시",0.10256410256410253
고성·속초 산불...이번 피해가 더 컸던 이유,"대학병원들 ""문케어 시행 이후 환자 포화상태...부작용 심각""",0.07317073170731703
고성·속초 산불...이번 피해가 더 컸던 이유,[강원 산불] 文대통령 “가용 자원 모두 동원해 총력 대응하라”,0.13157894736842102
고성·속초 산불...이번 피해가 더 컸던 이유,文대통령 “강원도 산불 지역 특별재난지역 지정 방안 검토” 지시,0.07692307692307687
고성·속초 산불...이번 피해가 더 컸던 이유,"문대통령 ""강원 산불, 잔불 정리될 때까지 인력 모두 투입하라""",0.07317073170731703
고성·속초 산불...이번 피해가 더 컸던 이유,문 대통령 “꺼진 불도 다시 확인…‘특별재난지역’ 지정 검토하라”,0.0444444444444444
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령 ""모든 인력 투입해 꺼진 불도 다시 확인""",0.08571428571428574
고성·속초 산불...이번 피해가 더 컸던 이유,"'민생·개혁법 불발' 3월 국회, 또 빈손…4월 전망도 '흐림'",0.07499999999999996
고성·속초 산불...이번 피해가 더 컸던 이유,언론자유조형물 “진실은 침몰하지 않아” 문구 새긴다,0.050000000000000044
고성·속초 산불...이번 피해가 더 컸던 이유,"""임대주택 유형, 통합보다 배분방식이 중요""",0.08571428571428574
고성·속초 산불...이번 피해가 더 컸던 이유,"민주당 “민경욱 등 한국당 의원, 재난조차 조롱거리로”",0.02564102564102566
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령 지지율 41%, 취임 후 최저치…‘인사문제’ 지적 늘어 [한국갤럽]",0.020000000000000018
고성·속초 산불...이번 피해가 더 컸던 이유,[전문] 文대통령 '동원가능 인력 총 투입해 꺼진 불도 다시 확인',0.09756097560975607
고성·속초 산불...이번 피해가 더 컸던 이유,文대통령 '이재민 각별하게 보살펴 달라…대형공간 수용 지양',0.04761904761904767
고성·속초 산불...이번 피해가 더 컸던 이유,"文대통령, 인제·고성 산불 진화에 총력 대응 거듭 강조",0.17142857142857149
고성·속초 산불...이번 피해가 더 컸던 이유,"文 ""산불 '특별재난지역' 검토 서둘러달라…꺼진불도 다시 확인"" - 머니투데이 뉴스",0.08163265306122447
고성·속초 산불...이번 피해가 더 컸던 이유,"文 ""꺼진불도 다시 확인"" 주문…靑, 북측에 산불 상황 통보 - 머니투데이 뉴스",0.08695652173913038
고성·속초 산불...이번 피해가 더 컸던 이유,‘문제의 수석은 누구?’ 노무현 청와대까지 튄 김학의 불똥,0.04878048780487809
고성·속초 산불...이번 피해가 더 컸던 이유,"트럼프 외교측근 ""단계적 방법이 옳다""",0.06060606060606055
고성·속초 산불...이번 피해가 더 컸던 이유,文대통령 지지율 41%…'유입 지지층' 다 떠났다,0.05882352941176472
고성·속초 산불...이번 피해가 더 컸던 이유,"한국은행-금융위, 금융기관장 ‘낙하산 인사 스와프’ 논란",0.04878048780487809
고성·속초 산불...이번 피해가 더 컸던 이유,"문 대통령 긴급회의 주재…""가용자원 총동원""",0.05714285714285716
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령 ""강원도 산불 피해 지역, 특별재난지역 지정 검토"" 지시(종합)",0.06521739130434778
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문대통령, 강원도 산불 현장 방문…이재민 위로",0.07894736842105265
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령, 강원도 고성 산불 현장 방문",0.08823529411764708
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"""산불 이후에도 개폐기 정상 작동""… 최초 발화 CCTV 찍혀",0.06976744186046513
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"[속보] 문재인 대통령, 고성군 토성면 대책본부 방문",0.050000000000000044
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,인천공항 사장 구본환 전 국토부 항공정책실장 내정,0.05405405405405406
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"[기상청 특보] 강원도 산불 강풍주의보 해제, 기다리던 비 소식 … 속초 고성 강릉 망상 동해산불 오늘 내일날씨 비상 건조주의보 미세먼지 일기예보",0.08064516129032262
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"산청군, ‘농촌 신활력 플러스 사업’ 선정",0.1428571428571428
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,산불에 초토화된 백두대간…하룻밤 새 여의도 1.8배 잿더미(종합),0.08333333333333337
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"마힌드라, 지난달 車 60만8596대 판매...전년比 11%↑",0.09302325581395343
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,산불에 주민 대피 중인데···‘재난 컨트롤타워’ 1시간 발 묶은 한국당,0.15909090909090906
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"국토부, 강원도 산불 지역 이재민에 긴급주거지원 방안 마련",0.09756097560975607
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"고 윤한덕·임세원 교수, 보건의날 정부 포상 수상",0.05128205128205132
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,고성·속초 산불...이번 피해가 더 컸던 이유,0.05405405405405406
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,0.0714285714285714
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문정인의 분노 ""한국이 '1국가 2체제' 원한다고? 빅터 차의 거짓말""",0.06666666666666665
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,심야 긴급회의부터 화상보고까지…'산불'로 긴박했던 靑,0.0714285714285714
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,산불 났는데 청와대 안보실장 국회에 붙들어 둔 한국당의 해명 | 허프포스트코리아,0.07843137254901955
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"부산 청년 절반이 오거돈 시장 ""불통"" 평가…文대통령 국정운영 ""잘하고 있다"" 40.4%",0.16666666666666663
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[에듀윌] 2022년까지 매년 3만명 이상 증원 전망…9급 공무원 열기 후끈,0.08510638297872342
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령 ""강원 산불 진화 마지막까지 총력 기울여야""",0.04878048780487809
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령 ""잔불 정리 경각심 갖고 최선...특별재난지역 지정 검토""",0.021739130434782594
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[강원산불] 동해안 산불 피해 '눈덩이'…특별재난지역 선포될까,0.0444444444444444
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령, ""강원 산불 지역 특별재난지역 지정 검토"" 지시",0.050000000000000044
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"[국민연금 의결권①] '큰 손'국민연금, 주총 관행 바꾸다",0.07499999999999996
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령 ""강원 산불 피해지역 특별재난지역 지정 검토하라""",0.04761904761904767
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,文대통령 “강원산부 특별재난지역 지정 검토 서둘러 달라”,0.06976744186046513
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"""문 대통령, 잘한다"" 41%…취임 후 '최저치'",0.10526315789473684
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""강원 산불 '특별재난지역' 지정 검토"" 지시",0.050000000000000044
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"""잔불 진화에 만전"" 특별 재난지역 지정 검토",0.02631578947368418
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,‘강원산불’ 국가재난사태…축구장 700배 잿더미,0.1282051282051282
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"유영민 장관, 5G폰 개통식 취소하고 고성 산불 현장 찾아",0.04761904761904767
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"자율주행차법 국회 통과…""촉진·지원 기틀 마련""",0.023809523809523836
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"[강원大산불] 정부, 강원도 피해지역에 43억원 긴급 구호 지원",0.125
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시(종합2보)",0.06666666666666665
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""지자체·군 등 가용자원 투입해 마지막까지 최선 다해달라""",0.0444444444444444
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문대통령 ""특별재난지역 지정 검토 서둘러달라…잔불 진화 만전""",0.021276595744680882
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"청와대 ""고성 일대 산불 상황, 오늘 오전 북측에 통보""",0.07692307692307687
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"""부산 청년 15.6%만 오거돈 시장 긍정평가…19.1%는 부정적""",0.15000000000000002
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[녹취구성] 문 대통령 “집 잃은 이재민 각별히 보살펴야”,0.0444444444444444
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,대북 제재 압박 무용론 '솔솔',0.03125
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"남·북·미+러시아, 합종연횡 외교전",0.027027027027026973
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[내일의 눈] '큰 성과'라는 이해찬 '송구스럽다'는 황교안,0.046511627906976716
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"끝까지 환자 생각한 故윤한덕 센터장·故임세원 교수, 훈장 추서",0.022222222222222254
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문재인 대통령 “잔불까지 완전히 정리될 때까지 경각심 가지고 마지막까지 최선을”,0.020000000000000018
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문 대통령 “꺼진불도 확인… 이재민 체육관 수용 지양”,0.046511627906976716
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"노영민식 계산법 “창원 성산 45% 득표, 대통령 지지율 4%P 오른 것”",0.06521739130434778
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"강원도 향한 자원봉사·모금 손길…복지부, 의료지원·긴급복지 실시",0.06976744186046513
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""꺼진 불도 다시 확인…'특별재난지역' 지정 검토""",0.06976744186046513
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,文대통령 국정지지도 41% ‘최저치’…서울·사무직·학생 등 돌려,0.13636363636363635
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문 대통령 “강원지역 특별재난지역 지정 속히 검토”,0.025000000000000022
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"강원 일대 국가재난사태 선포…이 총리, 화재 현장 상황 지휘",0.022222222222222254
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령, 위기관리센터 다시 찾아…“주민 안전 주의”",0.046511627906976716
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문 대통령 “강원 산불 특별재난지역 지정 검토”,0.05128205128205132
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령, 위기관리센터 재방문...""특별재난지역 지정 검토""",0.022727272727272707
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령, 강원 산불에 ""특별재난지역 지정 검토""...특교세 등 42억5000만원 긴급 지원키로",0.07692307692307687
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시(종합)",0.06976744186046513
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령, 위기관리센터 방문해 강원 산불 보고 받아…""특별재난지역 지정 검토하라""",0.03703703703703698
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"부산 청년, 오거돈 시장 어떻게 평가하나…""15.6% 긍정 vs 19.1% 부정""",0.1333333333333333
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"한국갤럽 ""문 대통령 지지율, 취임후 최저치인 41%까지 하락""",0.06818181818181812
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문대통령 ""예비전략 예산, 국방예산 1%로 확대하겠다""",0.10526315789473684
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,소득은 늘었는데 소비가…멀고 험난한 '소주성' 가는 길,0.05128205128205132
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,자생적 ‘정치판사’의 등장,0.09677419354838712
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,강원도 산불 피해 복구 발 벗고 나선 금융권,0.08333333333333337
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[강원 산불]전·현 행안장관 산불 현장서 인수인계(종합),0.04878048780487809
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,文대통령 “잔불 완전정리 총력…특별재난지역 지정 서둘러 달라”,0.021276595744680882
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령 ""강원도 산불 지역 '특별재난지역' 지정 검토하라""",0.07317073170731703
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,'강원 산불'에 文대통령 '특별재난지역 지정 검토 서둘러 달라'(종합),0.04166666666666663
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문재인 대통령 “꺼진 불도 다시 확인하라” 지시,0.08108108108108114
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문재인 대통령, 산불피해 이재민 공공기관 연수시설 활용해 수용 지시",0.046511627906976716
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령, 강원도 산불 ‘특별재난지역 검토’ 지시",0.13157894736842102
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"[속보] 靑 ""군 통신선 통해 산불 상황 北측에 통보""",0.05263157894736836
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,윤상현 “북한 아동ㆍ임산부 영양 상태 최악…인도적 지원 시급해”,0.0888888888888889
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문 대통령 “특별재난지역 지정 검토 서둘러달라”,0.024390243902439046
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文 대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시",0.07692307692307687
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시",0.07692307692307687
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文 ""잔불까지 완전히 정리해야""…靑, 강원 산불 상황 北에 통보",0.0444444444444444
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"[속보] 문 대통령, 강원 산불 지역 `특별재난지역` 지정 검토 지시",0.045454545454545414
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"대학병원들 ""문케어 시행 이후 환자 포화상태...부작용 심각""",0.0444444444444444
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[강원 산불] 文대통령 “가용 자원 모두 동원해 총력 대응하라”,0.045454545454545414
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,文대통령 “강원도 산불 지역 특별재난지역 지정 방안 검토” 지시,0.0714285714285714
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문대통령 ""강원 산불, 잔불 정리될 때까지 인력 모두 투입하라""",0.0444444444444444
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,문 대통령 “꺼진 불도 다시 확인…‘특별재난지역’ 지정 검토하라”,0.11111111111111116
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 ""모든 인력 투입해 꺼진 불도 다시 확인""",0.07894736842105265
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"'민생·개혁법 불발' 3월 국회, 또 빈손…4월 전망도 '흐림'",0.06976744186046513
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,언론자유조형물 “진실은 침몰하지 않아” 문구 새긴다,0.0714285714285714
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"""임대주택 유형, 통합보다 배분방식이 중요""",0.10810810810810811
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"민주당 “민경욱 등 한국당 의원, 재난조차 조롱거리로”",0.023809523809523836
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령 지지율 41%, 취임 후 최저치…‘인사문제’ 지적 늘어 [한국갤럽]",0.10204081632653061
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,[전문] 文대통령 '동원가능 인력 총 투입해 꺼진 불도 다시 확인',0.06666666666666665
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,文대통령 '이재민 각별하게 보살펴 달라…대형공간 수용 지양',0.021739130434782594
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文대통령, 인제·고성 산불 진화에 총력 대응 거듭 강조",0.04761904761904767
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文 ""산불 '특별재난지역' 검토 서둘러달라…꺼진불도 다시 확인"" - 머니투데이 뉴스",0.07692307692307687
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"文 ""꺼진불도 다시 확인"" 주문…靑, 북측에 산불 상황 통보 - 머니투데이 뉴스",0.08163265306122447
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,‘문제의 수석은 누구?’ 노무현 청와대까지 튄 김학의 불똥,0.12195121951219512
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"트럼프 외교측근 ""단계적 방법이 옳다""",0.05555555555555558
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,文대통령 지지율 41%…'유입 지지층' 다 떠났다,0.11428571428571432
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"한국은행-금융위, 금융기관장 ‘낙하산 인사 스와프’ 논란",0.12195121951219512
부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,"문 대통령 긴급회의 주재…""가용자원 총동원""",0.02564102564102566
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문 대통령 ""강원도 산불 피해 지역, 특별재난지역 지정 검토"" 지시(종합)",0.1063829787234043
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문대통령, 강원도 산불 현장 방문…이재민 위로",0.09999999999999998
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문 대통령, 강원도 고성 산불 현장 방문",0.11111111111111116
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"""산불 이후에도 개폐기 정상 작동""… 최초 발화 CCTV 찍혀",0.04255319148936165
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"[속보] 문재인 대통령, 고성군 토성면 대책본부 방문",0.046511627906976716
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,인천공항 사장 구본환 전 국토부 항공정책실장 내정,0.10526315789473684
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"[기상청 특보] 강원도 산불 강풍주의보 해제, 기다리던 비 소식 … 속초 고성 강릉 망상 동해산불 오늘 내일날씨 비상 건조주의보 미세먼지 일기예보",0.06060606060606055
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"산청군, ‘농촌 신활력 플러스 사업’ 선정",0.16216216216216217
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,산불에 초토화된 백두대간…하룻밤 새 여의도 1.8배 잿더미(종합),0.01851851851851849
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"마힌드라, 지난달 車 60만8596대 판매...전년比 11%↑",0.06382978723404253
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,산불에 주민 대피 중인데···‘재난 컨트롤타워’ 1시간 발 묶은 한국당,0.14893617021276595
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"국토부, 강원도 산불 지역 이재민에 긴급주거지원 방안 마련",0.06666666666666665
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"고 윤한덕·임세원 교수, 보건의날 정부 포상 수상",0.07317073170731703
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,고성·속초 산불...이번 피해가 더 컸던 이유,0.024390243902439046
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,부산청년 10명중 4명은 ‘결혼도 출산도 필요 없다’,0.0714285714285714
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문정인의 분노 ""한국이 '1국가 2체제' 원한다고? 빅터 차의 거짓말""",0.08510638297872342
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,심야 긴급회의부터 화상보고까지…'산불'로 긴박했던 靑,0.04347826086956519
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,산불 났는데 청와대 안보실장 국회에 붙들어 둔 한국당의 해명 | 허프포스트코리아,0.11538461538461542
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"부산 청년 절반이 오거돈 시장 ""불통"" 평가…文대통령 국정운영 ""잘하고 있다"" 40.4%",0.07272727272727275
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,[에듀윌] 2022년까지 매년 3만명 이상 증원 전망…9급 공무원 열기 후끈,0.038461538461538436
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문 대통령 ""강원 산불 진화 마지막까지 총력 기울여야""",0.06976744186046513
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문 대통령 ""잔불 정리 경각심 갖고 최선...특별재난지역 지정 검토""",0.06382978723404253
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,[강원산불] 동해안 산불 피해 '눈덩이'…특별재난지역 선포될까,0.06382978723404253
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문 대통령, ""강원 산불 지역 특별재난지역 지정 검토"" 지시",0.125
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"[국민연금 의결권①] '큰 손'국민연금, 주총 관행 바꾸다",0.022222222222222254
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"문 대통령 ""강원 산불 피해지역 특별재난지역 지정 검토하라""",0.11904761904761907
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,文대통령 “강원산부 특별재난지역 지정 검토 서둘러 달라”,0.13953488372093026
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"""문 대통령, 잘한다"" 41%…취임 후 '최저치'",0.046511627906976716
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"文대통령 ""강원 산불 '특별재난지역' 지정 검토"" 지시",0.125
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"""잔불 진화에 만전"" 특별 재난지역 지정 검토",0.07692307692307687
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,‘강원산불’ 국가재난사태…축구장 700배 잿더미,0.11904761904761907
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"유영민 장관, 5G폰 개통식 취소하고 고성 산불 현장 찾아",0.11904761904761907
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"자율주행차법 국회 통과…""촉진·지원 기틀 마련""",0.045454545454545414
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"[강원大산불] 정부, 강원도 피해지역에 43억원 긴급 구호 지원",0.09090909090909094
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"文대통령 ""강원도 산불 지역 특별재난지역 지정 검토"" 지시(종합2보)",0.10869565217391308
러시아 아스트라한 찾아 ‘나인브릿지’ 강조한 정현복 광양시장,"文대통령 ""지자체·군 등 가용자원 투입해 마지막까지 최선 다해달라""",0.06382978723404253
